Date,Source,Value
1/1/2015,AOD,0.479427941
2/1/2015,AOD,0.288297499
3/1/2015,AOD,0.385860419
4/1/2015,AOD,0.504875753
5/1/2015,AOD,0.486353603
6/1/2015,AOD,0.573472264
7/1/2015,AOD,0.332514167
8/1/2015,AOD,0.278415628
9/1/2015,AOD,0.224389645
10/1/2015,AOD,0.218210729
11/1/2015,AOD,0.287022759
12/1/2015,AOD,0.408635709
1/1/2016,AOD,0.31500305
2/1/2016,AOD,0.53455671
3/1/2016,AOD,0.300648796
4/1/2016,AOD,0.311421355
5/1/2016,AOD,0.365603639
6/1/2016,AOD,0.433027155
7/1/2016,AOD,0.370759486
8/1/2016,AOD,0.369464211
9/1/2016,AOD,0.262709186
10/1/2016,AOD,0.230140616
11/1/2016,AOD,0.22390073
12/1/2016,AOD,0.434274849
1/1/2017,AOD,0.283050384
2/1/2017,AOD,0.355483979
3/1/2017,AOD,0.397576643
4/1/2017,AOD,0.443528909
5/1/2017,AOD,0.49660658
6/1/2017,AOD,0.400540136
7/1/2017,AOD,0.408820894
8/1/2017,AOD,0.293787349
9/1/2017,AOD,0.296085482
10/1/2017,AOD,0.402941751
11/1/2017,AOD,0.269370296
12/1/2017,AOD,0.437529269
1/1/2018,AOD,0.420893125
2/1/2018,AOD,0.220119754
3/1/2018,AOD,0.38731673
4/1/2018,AOD,0.446712601
5/1/2018,AOD,0.337154426
6/1/2018,AOD,0.517020398
7/1/2018,AOD,0.515770473
8/1/2018,AOD,0.308350243
9/1/2018,AOD,0.291509262
10/1/2018,AOD,0.2628567
11/1/2018,AOD,0.237089441
12/1/2018,AOD,0.274016885
1/1/2019,AOD,0.299031333
2/1/2019,AOD,0.391808821
3/1/2019,AOD,0.382164711
4/1/2019,AOD,0.283817697
5/1/2019,AOD,0.289070444
6/1/2019,AOD,0.422949183
7/1/2019,AOD,0.347142271
8/1/2019,AOD,0.292456332
9/1/2019,AOD,0.252316977
10/1/2019,AOD,0.267571356
11/1/2019,AOD,0.267166841
12/1/2019,AOD,0.289683364
1/1/2020,AOD,0.422320686
2/1/2020,AOD,0.4287599
3/1/2020,AOD,0.276904137
4/1/2020,AOD,0.320357444
5/1/2020,AOD,0.407602767
6/1/2020,AOD,0.628228622
7/1/2020,AOD,0.423215369
8/1/2020,AOD,0.270391586
9/1/2020,AOD,0.21311952
10/1/2020,AOD,0.284630472
11/1/2020,AOD,0.276973245
12/1/2020,AOD,0.253461451
1/1/2021,AOD,0.332290109
2/1/2021,AOD,0.54099956
3/1/2021,AOD,0.395475345
4/1/2021,AOD,0.397590814
5/1/2021,AOD,0.426892666
6/1/2021,AOD,0.536955524
7/1/2021,AOD,0.400369893
8/1/2021,AOD,0.2816231
9/1/2021,AOD,0.320594104
10/1/2021,AOD,0.324780322
11/1/2021,AOD,0.238661002
12/1/2021,AOD,0.33932407
1/1/2022,AOD,0.232018738
2/1/2022,AOD,0.408855154
3/1/2022,AOD,0.468442502
4/1/2022,AOD,0.311123682
5/1/2022,AOD,0.370487457
6/1/2022,AOD,0.547592176
7/1/2022,AOD,0.412216798
8/1/2022,AOD,0.287552561
9/1/2022,AOD,0.239427405
10/1/2022,AOD,0.326960899
11/1/2022,AOD,0.313131974
12/1/2022,AOD,0.252003705
