Date,Source,Value
11/1/2009,CLD,0.756722911
12/1/2009,CLD,0.682253122
1/1/2010,CLD,0.621313876
2/1/2010,CLD,0.538013641
3/1/2010,CLD,0.66236551
4/1/2010,CLD,0.711509212
5/1/2010,CLD,0.810388185
6/1/2010,CLD,0.799103271
7/1/2010,CLD,0.802811228
8/1/2010,CLD,0.833790169
9/1/2010,CLD,0.754538363
10/1/2010,CLD,0.687022712
11/1/2010,CLD,0.742926087
12/1/2010,CLD,0.590313655
1/1/2011,CLD,0.664488776
2/1/2011,CLD,0.645772635
3/1/2011,CLD,0.650665735
4/1/2011,CLD,0.733704482
5/1/2011,CLD,0.713017286
6/1/2011,CLD,0.771781086
7/1/2011,CLD,0.777322436
8/1/2011,CLD,0.795097423
9/1/2011,CLD,0.711992795
10/1/2011,CLD,0.730451002
11/1/2011,CLD,0.828046333
12/1/2011,CLD,0.850019838
1/1/2012,CLD,0.83569428
2/1/2012,CLD,0.801548445
3/1/2012,CLD,0.690149003
4/1/2012,CLD,0.730164881
5/1/2012,CLD,0.706899039
6/1/2012,CLD,0.807216116
7/1/2012,CLD,0.82417833
8/1/2012,CLD,0.761969344
9/1/2012,CLD,0.598225827
10/1/2012,CLD,0.725015092
11/1/2012,CLD,0.793281093
12/1/2012,CLD,0.689657365
1/1/2013,CLD,0.75759815
2/1/2013,CLD,0.706393369
3/1/2013,CLD,0.653904497
4/1/2013,CLD,0.696642108
5/1/2013,CLD,0.666491927
6/1/2013,CLD,0.830721285
7/1/2013,CLD,0.772827716
8/1/2013,CLD,0.790331525
9/1/2013,CLD,0.731349926
10/1/2013,CLD,0.749931663
11/1/2013,CLD,0.758229886
12/1/2013,CLD,0.784749194
1/1/2014,CLD,0.842519257
2/1/2014,CLD,0.744102375
3/1/2014,CLD,0.677534893
4/1/2014,CLD,0.733623246
5/1/2014,CLD,0.723819312
6/1/2014,CLD,0.824031608
7/1/2014,CLD,0.821897773
8/1/2014,CLD,0.793592945
9/1/2014,CLD,0.668838084
10/1/2014,CLD,0.7722031
11/1/2014,CLD,0.790583802
12/1/2014,CLD,0.820069456
1/1/2015,CLD,0.889381093
2/1/2015,CLD,0.749704898
3/1/2015,CLD,0.747091845
4/1/2015,CLD,0.745864176
5/1/2015,CLD,0.834646265
6/1/2015,CLD,0.89716675
7/1/2015,CLD,0.791719198
8/1/2015,CLD,0.727494438
9/1/2015,CLD,0.715478265
10/1/2015,CLD,0.778532314
11/1/2015,CLD,0.782378776
12/1/2015,CLD,0.752118887
1/1/2016,CLD,0.569778235
2/1/2016,CLD,0.794124662
3/1/2016,CLD,0.660204962
4/1/2016,CLD,0.673689885
5/1/2016,CLD,0.765178096
6/1/2016,CLD,0.751435475
7/1/2016,CLD,0.825964134
8/1/2016,CLD,0.760247242
9/1/2016,CLD,0.721002662
10/1/2016,CLD,0.789947946
11/1/2016,CLD,0.74780777
12/1/2016,CLD,0.85672282
1/1/2017,CLD,0.747737539
2/1/2017,CLD,0.737727747
3/1/2017,CLD,0.757073049
4/1/2017,CLD,0.639607405
5/1/2017,CLD,0.773537871
6/1/2017,CLD,0.781149195
7/1/2017,CLD,0.849734269
8/1/2017,CLD,0.7853701
9/1/2017,CLD,0.738045434
10/1/2017,CLD,0.763428541
11/1/2017,CLD,0.814407029
12/1/2017,CLD,0.844396787
1/1/2018,CLD,0.806671101
2/1/2018,CLD,0.791997866
3/1/2018,CLD,0.648818596
4/1/2018,CLD,0.789395764
5/1/2018,CLD,0.779696915
6/1/2018,CLD,0.828017285
7/1/2018,CLD,0.821200165
8/1/2018,CLD,0.752130317
9/1/2018,CLD,0.680693139
10/1/2018,CLD,0.774526125
11/1/2018,CLD,0.792966695
12/1/2018,CLD,0.730962343
1/1/2019,CLD,0.734419899
2/1/2019,CLD,0.713166007
3/1/2019,CLD,0.596302494
4/1/2019,CLD,0.679975497
5/1/2019,CLD,0.724871447
6/1/2019,CLD,0.773852051
7/1/2019,CLD,0.790102753
8/1/2019,CLD,0.695344825
9/1/2019,CLD,0.725338601
10/1/2019,CLD,0.584128054
11/1/2019,CLD,0.814048684
12/1/2019,CLD,0.73922833
1/1/2020,CLD,0.726739884
2/1/2020,CLD,0.67103003
3/1/2020,CLD,0.642082992
4/1/2020,CLD,0.751670839
5/1/2020,CLD,0.77307499
6/1/2020,CLD,0.769388644
7/1/2020,CLD,0.856516877
8/1/2020,CLD,0.815344409
9/1/2020,CLD,0.715014462
10/1/2020,CLD,0.710801977
11/1/2020,CLD,0.768229251
12/1/2020,CLD,0.883096573
1/1/2021,CLD,0.720955854
2/1/2021,CLD,0.796047342
3/1/2021,CLD,0.710980677
4/1/2021,CLD,0.655254398
5/1/2021,CLD,0.772885056
6/1/2021,CLD,0.78919266
7/1/2021,CLD,0.770675027
8/1/2021,CLD,0.777921933
9/1/2021,CLD,0.713797399
10/1/2021,CLD,0.689038989
11/1/2021,CLD,0.802818117
12/1/2021,CLD,0.847895914
1/1/2022,CLD,0.792466793
2/1/2022,CLD,0.748671331
3/1/2022,CLD,0.778187953
4/1/2022,CLD,0.582421159
5/1/2022,CLD,0.684293797
6/1/2022,CLD,0.834938725
7/1/2022,CLD,0.843581829
8/1/2022,CLD,0.80844074
9/1/2022,CLD,0.730499034
10/1/2022,CLD,0.805522371
11/1/2022,CLD,0.81474317
12/1/2022,CLD,0.707137345
